date,kw/hr,Daily Consumption,KVA/Hr,MD KVA,Cummulative Consumption
01/01/14,617.4,6960,620.8,705.6,24960
01/02/14,620.9,4200,624.4,705.6,29160
01/03/14,627.4,7800,630.9,720,36960
01/04/14,633.7,7560,637.2,751.2,44520
01/05/14,637.1,4080,640.7,751.2,48600
01/06/14,639.4,2760,643.2,751.2,51360
01/07/14,645.7,7560,649.4,751.2,58920
01/08/14,652.5,8160,656,751.2,67080
01/09/14,658.3,6960,662.1,751.2,74040
01/10/14,665.5,8640,669.3,751.2,82680
01/11/14,672.7,8640,676.6,751.2,91320
01/12/14,677.6,5880,681.6,818.4,97200
01/13/14,680.5,3480,684.5,818.4,100680
01/14/14,683.5,3600,687.6,818.4,104280
01/15/14,685.6,2520,689.8,818.4,106800
01/16/14,687.9,2760,692.2,818.4,109560
01/17/14,690.5,3120,694.8,818.4,112680
01/18/14,694.2,4440,698.6,818.4,117120
01/19/14,696.6,2880,701,818.4,120000
01/20/14,698.6,2400,703.1,818.4,122400
01/21/14,705,7680,709.5,818.4,130080
01/22/14,711.6,7920,715.8,818.4,138000
01/23/14,718,7680,722.8,818.4,145680
01/24/14,705.6,9120,730.2,818.4,154800
01/25/14,731.9,7560,736.5,818.4,162360
01/26/14,734.1,2640,738.7,818.4,165000
01/27/14,736.6,3000,741.2,818.4,168000
01/28/14,744.9,1320,749.7,818.4,177960
01/28/14,743.8,2640,748.5,818.4,176640
01/29/14,750.2,6360,755,756,6360
01/29/14,750.2,6360,755,756,6360
01/30/14,756.5,7500,761.3,756,13920
01/30/14,756.5,7500,761.3,756,13920
01/31/14,763.7,8640,768.5,756,22560
01/31/14,763.7,8640,768.5,756,22560
02/01/14,770.2,7800,775.1,756,30960
02/02/14,773.9,4440,779,756,34800
02/03/14,776.7,3360,781.8,756,38160
02/04/14,783.5,5160,788.6,756,46320
02/05/14,790.5,5400,795.7,780,54720
02/06/14,797.6,8520,802.8,780,63240
02/07/14,804.2,7920,809.3,780,71160
02/08/14,810.9,8040,816.2,780,79200
02/09/14,816.3,6480,821.6,780,85980
02/10/14,818.6,3000,824.2,780,88680
02/11/14,825,7440,830.3,818.4,96100
02/12/14,831.7,8040,837.1,818.4,104160
02/13/14,839.3,9120,844.7,818.4,113080
02/14/14,846.9,9120,852.3,818.4,122400
02/15/14,854.6,9240,860,818.4,131640
02/16/14,859.5,5880,865,818.4,137520
02/17/14,862.2,3240,867.8,818.4,140760
02/18/14,869.6,8880,875.2,818.4,149640
02/19/14,877.6,9600,883.2,830.4,159240
02/20/14,885.1,9000,889.7,830.4,168240
02/21/14,893.4,9960,899.1,832.8,178200
02/22/14,901.5,9720,907.2,861.6,187920
02/23/14,907.9,7680,913.6,861.6,195600
02/24/14,911.5,4320,917.3,861.6,199920
02/25/14,919.5,9600,925.4,895.2,209520
02/26/14,927.8,9960,933.7,897.6,279480
02/27/14,935.1,8760,941.1,897.6,228240
02/28/14,943.5,8040,949.5,897.6,238350
02/28/14,941.8,8040,947.7,897.6,236280
02/28/14,2782,600,2810.3,876,198480
03/01/14,949.5,7200,955.5,854.4,7200
03/02/14,954.3,5760,960.3,854.4,12960
03/03/14,957.8,4200,964,854.4,17160
03/04/14,965.4,9120,971.6,876,26280
03/05/14,973.2,9360,979.2,892.8,35640
03/06/14,981.4,10200,987.5,892.8,45840
03/07/14,990.4,10440,996.6,938.4,56280
03/08/14,998.5,9720,1004.7,938.4,66000
03/09/14,1004.6,7350,1010.3,938.4,73320
03/10/14,1008,4080,1014.3,938.4,77400
03/11/14,1016.8,10560,1023.1,938.4,87960
03/12/14,1023.5,8040,1029.9,938.4,96000
03/13/14,1030,8380,1037.3,938.4,104880
03/14/14,1037.9,8400,1044.3,938.4,113280
03/15/14,1045,8520,1051.4,938.4,121800
03/16/14,1048.8,4560,1055.2,938.4,126360
03/17/14,1051.5,3240,1058.1,938.4,129600
03/18/14,1058.8,8760,1065.4,938.4,138360
03/19/14,1066.5,9240,1073.1,938.4,147600
03/20/14,1074.5,9600,1081.1,938.4,157200
03/21/14,1082.3,9360,1089,938.4,166560
03/22/14,1089.2,8280,1095.9,960,174850
03/23/14,1095.5,7560,1102.3,960,182400
03/24/14,1098.9,4080,1105.8,976.8,186480
03/25/14,1107.3,10080,1114.3,976.8,196560
03/26/14,1114.7,8880,1121.8,976.8,205440
03/27/14,1122.3,9420,1129.3,976.8,214560
03/28/14,1130.9,2160,1138.4,976.8,224880
03/28/14,1129.1,2160,1136.2,976.8,222720
03/29/14,1136.9,7200,1144,900,7200
03/30/14,1142,6120,1149.2,900,13320
03/31/14,1144.9,3480,1152.2,900,16200
04/01/14,1148,3720,1155.4,900,20520
04/02/14,1157.2,11040,1164.6,902.4,31560
04/03/14,1163.3,7320,1170.8,902.4,38880
04/04/14,1170.1,8160,1177.7,902.4,47040
04/05/14,1176.5,7680,1184.1,902.4,54720
04/06/14,1179.7,3840,1187.3,902.4,58560
04/07/14,1182.6,3480,1190.5,902.4,62040
04/08/14,1189.3,8040,1197.2,902.4,70080
04/09/14,1197.3,9600,1205.5,902.4,79680
04/10/14,1205.2,9480,1213.3,902.4,89160
04/11/14,1213,9360,1221.2,902.4,98520
04/12/14,1220.2,8640,1228.4,902.4,107160
04/13/14,1225.2,6000,1233.5,902.4,113160
04/14/14,1227.6,2880,1236,940.8,116040
04/15/14,1230.1,3000,1238.5,940.8,119040
04/16/14,1237.9,9360,1246.3,940.8,128400
04/17/14,1245.1,8640,1253.6,940.8,137040
04/18/14,1252.8,9240,1261.3,940.8,146280
04/19/14,1256.9,4920,1265.5,940.8,151200
04/20/14,1260.5,4920,1269.1,940.8,155520
04/21/14,1263.2,3240,1271.9,940.8,158760
04/22/14,1270.7,9000,1279.5,952.8,167760
04/23/14,1277.2,7800,1286.1,952.8,175560
04/24/14,1282.8,6720,1291.7,952.8,182280
04/25/14,1285.3,3000,1294.3,952.8,185280
04/26/14,1297.9,7920,1301,952.8,193200
04/27/14,1298.4,5400,1305.5,952.8,198600
04/28/14,1300.2,960,1309.4,952.8,203160
04/28/14,1299.4,3600,1308.6,952.8,202200
04/29/14,1305.8,6720,1315,856.8,6720
04/30/14,1313.2,8880,1322.5,885.6,15600
05/01/14,1317.6,5280,1326.9,885.6,20880
05/02/14,1320.9,3960,1330.5,885.6,24840
05/03/14,1326.4,6600,1335.9,885.6,31440
05/04/14,1330,4320,1339.6,885.6,35760
05/05/14,1332.5,3000,1342,885.6,38760
05/06/14,1339.4,8280,1349,885.6,47040
05/07/14,1345.6,7440,1355.3,885.6,54480
05/08/14,1351.6,7200,1367.3,885.6,61680
05/09/14,1357,6480,1366.6,885.6,68160
05/10/14,1361.9,5880,1371.6,885.6,74040
05/11/14,1365.8,4680,1375.5,885.6,78720
05/12/14,1367.9,2520,1377.7,885.6,81240
05/13/14,1373.5,6720,1383.3,885.6,87960
05/14/14,1378.9,6480,1388.7,885.6,94440
05/15/14,1383.8,5880,1393.7,885.6,109320
05/16/14,1389.2,6480,1399.1,885.6,106800
05/17/14,1393.7,5400,1403.6,885.6,112200
05/18/14,1396.8,3720,1406.8,885.6,115920
05/19/14,1398.9,2520,1409,885.6,118440
05/20/14,1401.4,5400,1413.6,885.6,123840
05/21/14,1407.4,5400,1418.1,885.6,129240
05/22/14,1410.5,3120,1420.7,885.6,132360
05/23/14,1415.5,5880,1425.7,885.6,138240
05/24/14,1420.6,6240,1430.9,885.6,144480
05/25/14,1424.7,4920,1435.1,885.6,149400
05/26/14,1426.8,2520,1437.3,885.6,151920
05/27/14,1431.3,5400,1441.9,885.6,157320
05/28/14,1435.6,5160,1446.2,885.6,162480
05/29/14,1440.3,5640,1451,571.2,5640
05/30/14,1444.6,5160,1455.3,571.2,10800
05/31/14,1449,5280,1459.8,571.2,16080
06/01/14,1452.8,4560,1463.6,571.2,20640
06/02/14,1455.1,2760,1466,571.2,23400
06/03/14,1459.3,5040,1470.1,571.2,28440
06/04/14,1463.5,5040,1474.4,571.2,33480
06/05/14,1467.6,4920,1478.6,571.2,38400
06/06/14,1469.8,2640,1480.8,571.2,41040
06/07/14,1474.5,5640,1485.5,571.2,46680
06/08/14,1477.4,3480,1488.6,571.2,50160
06/09/14,1479.8,2880,1491.2,571.2,53040
06/10/14,1484.2,5280,1495.7,571.2,58320
06/11/14,1489.3,6120,1500.7,571.2,64440
06/12/14,1494.2,5880,1505.8,571.2,70320
06/13/14,1499,5760,1510.6,571.2,76080
06/14/14,1504.4,6480,1516.1,571.2,82560
06/15/14,1508.7,5160,1520.4,571.2,87720
06/16/14,1511.5,3000,1523,571.2,90720
06/17/14,1516,5760,1527.9,571.2,96480
06/18/14,1522.7,8040,1534.6,770.4,104520
06/19/14,1529.9,8640,1541.8,770.4,113160
06/20/14,1537.1,8640,1549.2,770.4,121800
06/21/14,1543.7,7920,1455.8,832.8,129720
06/22/14,1547,3960,1559.3,832.8,133680
06/23/14,1549.7,3440,1562.1,832.8,136920
06/24/14,1557.3,9120,1569.8,832.8,146040
06/25/14,1564,8760,1577.1,832.8,154800
06/26/14,1571.2,7920,1583.6,832.8,162720
06/27/14,1573.8,3120,1586.4,832.8,165840
06/28/14,1581.2,1320,1593.9,832.8,174720
06/28/14,1580.1,7560,1592.8,832.8,179400
06/29/14,1585.7,5400,1598.5,643.2,5400
06/30/14,1588.4,3240,1601.3,643.2,8640
07/01/14,1595.4,8520,1608.4,643.2,17160
07/02/14,1602.8,8760,1615.8,902.4,25920
07/03/14,1609.1,7560,1622.2,902.4,33480
07/04/14,1615.5,7680,1628.7,902.4,41160
07/05/14,1622.4,8280,1695.6,902.4,49440
07/06/14,1625.4,3600,1638.7,902.4,53040
07/07/14,1627.7,2760,1641,902.4,55800
07/08/14,1634.7,8400,1648.1,902.4,64200
07/09/14,1641.5,8160,1655,902.4,72360
07/10/14,1648.6,8520,1661.5,902.4,80880
07/11/14,1655.4,8160,1669,902.4,89040
07/12/14,1662.2,8160,1675.8,902.4,97200
07/13/14,1667.1,5880,1680.8,902.4,103080
07/14/14,1670.3,3840,1684.1,902.4,106920
07/15/14,1676.5,7440,1690.3,902.4,114360
07/16/14,1683.2,8040,1697.1,902.4,122400
07/17/14,1689.8,7920,1703.7,902.4,130320
07/18/14,1696.3,7730,1710.3,902.4,138120
07/19/14,1702.6,7560,1716.7,902.4,145680
07/20/14,1705.7,3720,1719.8,902.4,149400
07/21/14,1708.6,3480,1722.8,902.4,152880
07/22/14,1715.7,8520,1730,902.4,161400
07/23/14,1723.1,8880,1797.4,902.4,170280
07/24/14,1729.9,8160,1744.4,902.4,178440
07/25/14,1736.6,8040,1751.1,902.4,186480
07/26/14,1743,7680,1757.6,902.4,194160
07/27/14,1747.4,5280,1762.1,902.4,199440
07/28/14,1750.3,360,1765.1,902.4,202920
07/28/14,1750,3120,1764.7,902.4,202560
07/29/14,1755.6,6360,1770,672,6360
07/30/14,1759.2,4320,1774,672,18680
07/31/14,1766.1,8280,1781,672,18960
08/01/14,1773,8280,1787.9,672,27240
08/02/14,1778.5,6600,1693.5,672,33840
08/03/14,1781.9,4080,1796.9,844.8,37920
08/04/14,1784.3,2880,1799.5,844.8,40800
08/05/14,1789.9,6720,1805.2,844.8,47520
08/06/14,1795.2,6360,1810.6,844.8,53880
08/07/14,1800.8,6720,1816.2,844.8,60600
08/08/14,1807.3,7800,1822.8,844.8,68400
08/09/14,1813.3,7200,1828.9,844.8,75600
08/10/14,1817.2,4680,1832.1,844.8,80280
08/11/14,1820.2,3600,1836.1,844.8,83880
08/12/14,1826.1,7080,1842,844.8,90960
08/13/14,1831.9,6960,1848,844.8,97920
08/14/14,1838.3,7680,1854.5,844.8,105600
08/15/14,1843.6,6360,1859.8,866.4,111960
08/16/14,1845.9,2760,1862.1,866.4,114720
08/17/14,1848.3,2880,1864.8,878.4,117600
08/18/14,1850.8,3000,1867.3,878.4,120600
08/19/14,1857.6,8160,1874.2,878.4,128760
08/20/14,1840,7680,1880.7,878.4,136440
08/21/14,1870.7,8040,1889.5,878.4,144480
08/22/14,1877.9,8640,1894.8,878.4,153120
08/23/14,1884.7,8160,1901.7,1017.6,161280
08/24/14,1887.7,3600,1904.7,1017.6,164880
08/25/14,1890.1,2880,1907.3,1017.6,167760
08/26/14,1897.5,8880,1914.7,1017.6,176640
08/27/14,1904.3,8160,1921.7,1017.6,184800
08/28/14,1911.4,1200,1928.9,1017.6,193320
08/28/14,1910.4,7320,1927.9,1017.6,192120
08/28/14,2207.1,1560,2030.4,1008,190800
08/29/14,1916.5,6120,1934.1,1008,6360
08/30/14,1919.5,3600,1937.2,672,10960
08/31/14,1923.0 ,4200,1949.9,672,18960
09/01/14,1925.4,2880,1943.4,672,27240
09/02/14,1931.8,7680,1949.9,672,33840
09/03/14,1938.5,7800,1956.4,672,37920
09/04/14,1944.8,7800,1963.0 ,878.4,40800
09/05/14,1951.2,7680,1969.4,878.4,47520
09/06/14,1956.8,6720,1975.1,878.4,53880
09/07/14,1959.3,3000,1977.7,878.4,60600
09/08/14,1961.6,2760,1980.1,878.4,68400
09/09/14,1967.3,6840,1985.9,878.4,75600
09/10/14,1979.0 ,7200,1991.9,878.4,80280
09/11/14,1985.7,6840,1997.7,878.4,83880
09/12/14,1992.2,8040,2004.5,878.4,90960
09/13/14,1997.2,7800,2011.2,878.4,97920
09/14/14,2000.1,6000,2016.3,878.4,105600
09/15/14,2005.5,3480,2019.5,878.4,11960
09/16/14,2012.0 ,6480,2024.9,878.4,114720
09/17/14,2018.2,7800,2031.5,878.4,117600
09/18/14,2021.4,7440,2037.8,878.4,120600
09/19/14,2026.8,3840,2041.2,878.4,128760
09/20/14,2029.3,6480,2046.5,878.4,136440
09/21/14,2032.1,3000,2049.5,878.4,144480
09/22/14,2046.2,3560,2052.6,878.4,153120
09/23/14,2040.2,9720,2060.8,1017.6,161280
09/24/14,2046.2,7200,2067,1017.6,164880
09/25/14,2053.0 ,8160,2073.8,1017.6,167760
09/26/14,2061.1,9720,2082,1017.6,176640
09/27/14,2068.3,8640,2089.3,1017.6,184800
09/28/14,2070.4,,2091.4,1017.6,193320
09/28/14,2070.3,2400,2091.4,1017.6,192120
09/29/14,2072.9,3000,2093.9,813.6,6120
09/30/14,2080.6,9240,2101.7,813.6,9720
10/01/14,2086.5,7080,2107.6,813.6,13920
10/02/14,2091.8,6360,2113.0 ,813.6,16800
10/03/14,2093.9,2520,2115.1,866.4,24480
10/04/14,2096.7,3360,2118.1,866.4,32280
10/05/14,2099.2,3000,2120.9,866.4,40080
10/06/14,2101.4,2640,2123.3,866.4,47760
10/07/14,2104.8,4086,2126.7,866.4,57480
10/08/14,2111.2,7680,2133.3,866.4,60240
10/09/14,2118.2,8400,2140.3,866.4,67080
10/10/14,2125.6,8880,2147.6,866.4,74280
10/11/14,2132.9,8760,2155.1,866.4,81120
10/12/14,2137.9,6000,2160.1,866.4,89160
10/13/14,2140.4,3000,2162.8,866.4,96960
10/14/14,2146.6,7440,2169.2,866.4,102960
10/15/14,2151.9,6360,2174.4,866.4,106440
10/16/14,2158.5,7920,2181.2,866.4,112.72
10/17/14,2165.3,8160,2188.0 ,866.4,120720
10/18/14,2171.9,7920,2194.7,866.4,128160
10/19/14,2177.1,6240,2199.9,866.4,132000
10/20/14,2179.8,3240,2202.7,866.4,138480
10/21/14,2183.6,4560,2206.5,866.4,141480
10/22/14,2186.1,3000,2209.0 ,866.4,144840
10/23/14,2188.3,2640,2211.3,866.4,154560
10/24/14,2191.3,3600,2214.3,936,161760
10/25/14,2195.4,4920,2218.5,936,169920
10/26/14,2198.6,3840,2221.7,936,179640
10/27/14,2201.1,3000,2224.2,1008,128280
10/28/14,2205.8,5640,2229.0 ,1008,190680
10/29/14,2211.7,5520,2235,468,5520
10/30/14,2216.5,5760,2239.8,542.4,11280
10/31/14,2221.8,5760,2244.7,542.4,17040
11/01/14,2226.9,6720,2250.4,585.6,23760
11/02/14,2229.5,3120,2253.1,585.6,26880
11/03/14,2232.4,3480,2256.1,585.6,30360
11/04/14,2238.1,6840,2261.7,655.2,57200
11/05/14,2241.5,4080,2265.2,655.2,41280
11/06/14,2246.4,5880,2270.1,655.2,47160
11/07/14,2249.5,3720,2273.3,655.2,50880
11/08/14,2254.9,6480,2278.8,655.2,57360
11/09/14,2259,4920,2282.9,655.2,62280
11/10/14,2261.5,3000,2285.4,655.2,65280
11/11/14,2266.6,6120,2290.6,655.2,71400
11/12/14,2273,7680,2297.1,722.4,79080
11/13/14,2278.6,6720,2302.6,722.4,85800
11/14/14,2283.7,6120,2307.8,722.4,91920
11/15/14,2288.9,6240,2313.1,722.4,98160
11/16/14,2291.8,3480,2316.1,722.4,101640
11/17/14,2294.3,3000,2318.8,722.4,140640
11/18/14,2298.3,4800,2322.8,722.4,109440
11/19/14,2303.5,6240,2328.1,722.4,115680
11/20/14,2308.5,6000,2333.1,722.4,121680
11/21/14,2313.3,5760,2338.1,722.4,127440
11/22/14,2318.8,6600,1343.5,722.4,134040
11/23/14,2323.4,5520,2348.2,722.4,139560
11/24/14,2325.8,2880,2350.6,722.4,142440
11/25/14,2331.1,6360,2355.9,722.4,148800
11/26/14,2326.1,6000,2361,722.4,154800
11/27/14,2341,5880,2366,722.4,160680
11/28/14,2346.7,,2371.7,722.4,167520
11/28/14,2345.5,5400,2370.5,722.4,166080
11/29/14,2351.4,5640,2376.5,520.8,5640
11/30/14,2355.8,5280,2380.9,520.8,10920
12/01/14,2358.3,3000,2383.5,520.8,13920
12/02/14,2362.7,5280,2387.9,520.8,19200
12/03/14,2368,6360,2393.2,583.2,25560
12/04/14,2372.7,5640,2398,583.2,31200
12/05/14,2377.3,5520,2402.7,583.2,36720
12/06/14,2381.5,5040,2407,583.2,41760
12/07/14,2384,3000,2409.5,583.2,44760
12/08/14,2386.3,2760,2411.7,583.2,47520
12/09/14,2392.8,7800,2418.3,650.4,55320
12/10/14,2398.4,6720,2423.9,650.4,62040
12/11/14,2404.4,7200,2430,650.4,69240
12/12/14,2415.8,6240,2436,650.4,76680
12/13/14,2419.9,4920,2441.4,583.2,6240
12/14/14,2422.3,2880,2445.5,583.2,11160
12/15/14,2427.8,6600,2448,583.2,14040
12/16/14,2433,6240,2453.5,583.2,20640
12/17/14,2438.1,6120,2458.7,607.2,26880
12/18/14,2445,8280,2463.8,607.2,33000
12/19/14,2451,7200,2470.8,698.4,41280
12/20/14,2454.2,3840,2476.8,698.4,48480
12/21/14,2454.6,2880,2480,698.4,52320
12/22/14,2456.6,2880,2482.5,698.4,55200
12/23/14,2462.1,6600,2488.1,698.4,61800
12/24/14,2467.6,6600,2493.5,698.4,68400
12/25/14,2473.2,6720,2499.1,698.4,75120
12/26/14,2476.6,4080,2502.6,698.4,79200
12/27/14,2481.4,6360,2507.9,698.4,85560
12/28/14,2485.5,120,2511.6,698.4,89800
12/28/14,2485.4,4200,2511.5,698.4,89760
12/29/14,2488.3,3640,2514.4,192,3640
12/30/14,2494.3,6920,2520.3,672,10560
12/31/14,2500.8,7800,2526.9,680.4,18360
01/01/15,2506.3,6600,2532.4,691.2,24960
01/02/15,2509.1,3360,2535.3,691.2,28320
01/03/15,2514.7,6720,2541,691.2,35040
01/04/15,2519,5160,2545.5,691.2,40200
01/05/15,2522,3600,2548,691.2,43800
01/06/15,2528,7200,2554,758.4,51000
01/07/15,2533.9,7080,2560.3,758.4,58080
01/08/15,2539.3,7200,2566.3,758.4,65280
01/09/15,2546.4,7800,2572.8,758.4,73080
01/10/15,2552.3,7080,2578.7,758.4,80160
01/11/15,2555.1,3360,2581.7,758.4,83520
01/12/15,2557.3,2640,2583.9,758.4,86160
01/13/15,2560.6,3960,2587.2,758.4,90120
01/14/15,2563.8,3840,2590.5,758.4,93960
01/15/15,2566.5,3240,2593.3,758.4,97200
01/16/15,2568.6,2520,2595.4,758.4,99720
01/17/15,2570.9,2760,2597.6,758.4,102480
01/18/15,2573.3,2880,2600.1,758.4,105360
01/19/15,2575.6,2760,2602.4,758.4,108120
01/20/15,2580.8,6240,2607.7,758.4,114360
01/21/15,2586.8,7200,2613.6,758.4,121560
01/22/15,2591.9,6120,218.8,758.4,127680
01/23/15,2597.1,6240,2624.1,758.4,133920
01/24/15,2602.7,6720,2629.7,758.4,140640
01/25/15,2605.5,3360,2632.5,758.4,144000
01/26/15,2008,3000,2635,758.4,147000
01/27/15,2610.6,3120,2637.7,758.4,150120
01/28/15,2616.6,2640,2643.7,758.4,157320
01/28/15,2614.4,4560,2643.5,758.4,154680
01/29/15,2623,7680,2650.2,684,7680
01/30/15,2630,8400,2657.2,794.4,16080
01/31/15,2636.6,7920,2663.9,794.4,24000
02/01/15,2641,5280,2688.2,794.4,29280
02/02/15,2643.6,3120,2671,794.4,32400
02/03/15,2649.2,6720,2676.5,794.4,39120
02/04/15,2654.3,6120,2681.7,794.4,45240
02/05/15,2660.2,7080,2687.6,794.4,52320
02/06/15,2666.2,7200,2693.6,794.4,59520
02/07/15,2671.4,6240,2698.8,794.4,65760
02/08/15,2673.9,3000,2701.4,794.4,68760
02/09/15,2676.4,3000,2704,794.4,71760
02/10/15,2681.6,6480,2709.4,794.4,78240
02/11/15,2687.5,6840,2715.1,794.4,85080
02/12/15,2693.6,7320,2721.3,794.4,92400
02/13/15,2699.9,7560,2727.6,794.4,99960
02/14/15,2706.5,7920,2734.3,794.4,107880
02/15/15,2711.8,6360,2739.5,794.4,114240
02/16/15,2714.1,2760,2741.9,794.4,117000
02/17/15,2720.2,7320,2748.1,794.4,124320
02/18/15,2726.3,7320,2754.2,794.4,131640
02/19/15,2732.3,7200,2760.2,794.4,138840
02/20/15,2738.6,7560,2766.5,794.4,146400
02/21/15,2743.7,6120,2771.1,794.4,152520
02/22/15,2746.3,3120,2774.4,794.4,155640
02/23/15,2748.7,2880,2776.9,794.4,158520
02/24/15,2754.2,6600,2782.4,794.4,165120
02/25/15,2761.2,8400,2789.6,794.4,173520
02/26/15,2766.3,6120,2794.6,794.4,179640
02/27/15,2774.7,10080,2803.1,876,189720
02/28/15,2781.5,8160,2809.9,876,197880
03/01/15,2786.9,5880,2818.2,614.4,5880
03/02/15,2790,3720,2818.4,614.4,9600
03/03/15,2797.4,8880,2825.8,828,18480
03/04/15,2805.5,9720,2833.9,972,28200
03/05/15,2812.4,8280,2840.3,972,36480
03/06/15,2820.8,10080,2849.3,972,46560
03/07/15,2827.1,7560,2855.6,972,54120
03/08/15,2830.9,4560,2859.5,972,58680
03/09/15,2833.9,3600,2862.5,972,62280
03/10/15,2840.6,8040,2869.3,972,70320
03/11/15,2848.3,9240,2877,972,79560
03/12/15,2855.2,8280,2884,972,87840
03/13/15,2861.7,7800,2890.5,972,95640
03/14/15,2867.7,7200,2896.5,972,102840
03/15/15,2873.4,6840,2902.2,972,109680
03/16/15,2876.8,4080,2905.7,972,113760
03/17/15,2883.8,8400,2912.8,972,122160
03/18/15,2890.8,8400,2919.8,972,130560
03/19/15,2897.2,7680,2926.1,972,138240
03/20/15,2904,8160,2933,972,146400
03/21/15,2910,7200,2939,972,153600
03/22/15,2912.7,3240,2942,972,156840
03/23/15,2915.3,3120,2944.7,972,159960
03/24/15,2922.5,8640,2952,972,168600
03/25/15,2930,9000,2959.5,972,177600
03/26/15,2937.2,8640,2966.7,972,186240
03/27/15,2944.9,9240,2974.4,972,195480
03/28/15,2952.5,720,2982,972,204600
03/28/15,2951.9,8400,2881.4,972,203880
03/29/15,2957.8,6390,2987.3,662.4,6360
03/30/15,2960.7,3480,2990.3,662.4,9840
03/31/15,2968.5,9360,2998.1,832.8,19200
04/01/15,2976,9000,3005.6,832.8,28200
04/02/15,2983.1,8520,3012.8,950.4,36720
04/03/15,2986.5,4080,3016.3,950.4,40800
04/04/15,2989.4,3480,3019.3,950.4,44280
04/05/15,2995.2,3360,3022.4,950.4,47640
04/06/15,2995.3,3720,3025.6,950.4,51360
04/07/15,3003,9840,3000.4,950.4,61200
04/08/15,3010.5,8400,3040.9,950.4,69600
04/09/15,3019,10200,3049.4,950.4,79800
04/10/15,3026.1,8520,3056.5,950.4,88320
04/11/15,3032.8,8040,3063.3,950.4,96360
04/12/15,3035.4,3120,3062.8,950.4,99480
04/13/15,3038.3,3480,3068.8,950.4,102960
04/14/15,3044.5,7440,3075.1,950.4,110400
04/15/15,3047.6,3720,3078.2,950.4,114120
04/16/15,3053.9,7560,3084.5,950.4,121680
04/17/15,3061.1,8640,3091.7,950.4,130320
04/18/15,3066.5,6480,3097.2,950.4,136800
04/19/15,3065.6,3600,3100.3,950.4,140400
04/20/15,3072.5,3600,3103.3,950.4,144000
04/21/15,3079.6,8520,3110.5,950.4,152520
04/22/15,3086.1,7800,3117,950.4,160320
04/23/15,3092.9,8160,3123.8,950.4,168480
04/24/15,3099.8,8280,3130.8,950.4,176760
04/25/15,3106,7440,3137,950.4,184200
04/26/15,3110.4,5280,3141.3,950.4,189480
04/27/15,3113.3,3480,3144.4,950.4,192960
04/28/15,3120.3,840,3151.4,950.4,201360
04/28/15,2119.6,7560,3150.7,950.4,200520
04/29/15,3405.1,6600,3125.8,736.8,
04/30/15,3125.8,7680,3132.2,736.8,6600
05/01/15,3132.2,6480,3137.6,736.8,14280
05/02/15,3137.6,2880,3140,736.8,20760
05/03/15,3140.0 ,3360,3142.8,736.8,23640
05/04/15,3142.8,3000,3145.3,736.8,27000
05/05/15,3145.3,7200,3151.7,765.6,30000
05/06/15,3151.7,7920,3157.9,765.6,37200
05/07/15,3157.9,7440,3164.1,765.6,45120
05/08/15,3164.1,7200,3170.1,765.6,52560
05/09/15,3170.1,7200,3176.1,820.8,59560
05/10/15,3176.1,6120,3181.2,820.8,66960
05/11/15,3181.9,3240,3183.9,820.8,73080
05/12/15,3183.9,6600,3189.4,820.8,76320
05/13/15,3189.4,6000,3194.4,820.8,82920
05/14/15,3194.4,6720,3200,820.8,88920
05/15/15,3200.0 ,6000,3205,820.8,95640
05/16/15,3205.0 ,6120,3210.1,820.8,101640
05/17/15,3210.1,3840,3213.3,820.8,107760
05/18/15,3213.3,3120,3215.9,820.8,111600
05/19/15,3215.9,4560,3219.7,820.8,114720
05/20/15,3219.7,5760,3224.5,820.8,119280
05/21/15,3224.5,5160,3228.8,820.8,125040
05/22/15,3228.8,5400,3233.3,820.8,130200
05/23/15,3233.3,5640,3238,820.8,135600
05/24/15,3238.0 ,4800,3242,820.8,141240
05/25/15,3242.0 ,3000,3244.5,820.8,146040
05/26/15,3244.5,4920,3248.6,820.8,149040
05/27/15,3248.6,5280,3253,820.8,153960
05/28/15,3253.1,4920,3257.1,820.8,159240
05/29/15,3566.1,4560,3261.7,367.2,4560
05/30/15,3261.7,4920,3265.8,403.2,9480
05/31/15,3265.8,4320,3269.4,403.2,13800
06/01/15,3269.4,2880,3271.8,403.2,16680
06/02/15,3271.8,5400,3276.3,403.2,22020
06/03/15,3276.3,5160,3280.6,453.6,27240
06/04/15,3280.6,5520,3285.2,532.2,32760
06/05/15,3285.2,3840,3285.2,523.2,36600
06/06/15,3288.4,4800,3288.4,340.8,41400
06/07/15,3292.4,3840,3292.4,384,45240
06/08/15,3295.6,3120,3295.6,384,48360
06/09/15,3298.2,5400,3398.2,432,53760
06/10/15,3302.7,5400,3302.7,475.2,59160
06/11/15,3307.2,5640,3307.2,523.2,64800
06/12/15,3311.9,6480,3311.9,576,71280
06/13/15,3317.3,5760,3317.3,576,77040
06/14/15,3322.1,4440,3322.1,576,81480
06/15/15,3325.8,3360,3325.8,576,84840
06/16/15,3328.6,7920,3335.2,792,92760
06/17/15,3385.2,7920,3341.8,806.4,100680
06/18/15,3341.8,8160,3348.6,806.4,108840
06/19/15,3348.6,7920,3355.2,820.8,116760
06/20/15,3355.2,7200,3361.2,820.8,123200
06/21/15,3361.2,3240,3363.9,820.8,127200
